TXNAME,GENEID
TRINITY_DN18663_c0_g2_i1,TRINITY_DN18663_c0_g2_i1
TRINITY_DN18651_c0_g1_i1,TRINITY_DN18651_c0_g1_i1
TRINITY_DN18687_c0_g1_i1,TRINITY_DN18687_c0_g1_i1
TRINITY_DN18657_c0_g1_i1,TRINITY_DN18657_c0_g1_i1
TRINITY_DN18657_c0_g2_i3,TRINITY_DN18657_c0_g2_i3
TRINITY_DN18628_c2_g1_i1,TRINITY_DN18628_c2_g1_i1
TRINITY_DN18689_c0_g1_i1,TRINITY_DN18689_c0_g1_i1
TRINITY_DN18668_c0_g1_i2,TRINITY_DN18668_c0_g1_i2
TRINITY_DN18666_c0_g1_i1,TRINITY_DN18666_c0_g1_i1
TRINITY_DN18608_c0_g1_i1,TRINITY_DN18608_c0_g1_i1
TRINITY_DN18612_c0_g1_i1,TRINITY_DN18612_c0_g1_i1
TRINITY_DN18667_c0_g1_i1,TRINITY_DN18667_c0_g1_i1
TRINITY_DN18667_c0_g2_i1,TRINITY_DN18667_c0_g2_i1
TRINITY_DN18674_c0_g1_i1,TRINITY_DN18674_c0_g1_i1
TRINITY_DN18699_c0_g1_i1,TRINITY_DN18699_c0_g1_i1
TRINITY_DN18655_c0_g1_i1,TRINITY_DN18655_c0_g1_i1
TRINITY_DN18677_c0_g1_i1,TRINITY_DN18677_c0_g1_i1
TRINITY_DN18690_c0_g1_i1,TRINITY_DN18690_c0_g1_i1
TRINITY_DN18654_c0_g1_i1,TRINITY_DN18654_c0_g1_i1
TRINITY_DN18602_c0_g1_i1,TRINITY_DN18602_c0_g1_i1
TRINITY_DN18647_c0_g1_i1,TRINITY_DN18647_c0_g1_i1
TRINITY_DN18662_c0_g2_i1,TRINITY_DN18662_c0_g2_i1
TRINITY_DN18697_c0_g1_i1,TRINITY_DN18697_c0_g1_i1
TRINITY_DN18640_c0_g1_i1,TRINITY_DN18640_c0_g1_i1
TRINITY_DN18646_c0_g1_i1,TRINITY_DN18646_c0_g1_i1
TRINITY_DN18636_c0_g1_i3,TRINITY_DN18636_c0_g1_i3
TRINITY_DN18630_c0_g1_i3,TRINITY_DN18630_c0_g1_i3
TRINITY_DN18643_c0_g1_i1,TRINITY_DN18643_c0_g1_i1
TRINITY_DN18675_c0_g1_i1,TRINITY_DN18675_c0_g1_i1
TRINITY_DN18625_c0_g1_i1,TRINITY_DN18625_c0_g1_i1
TRINITY_DN18685_c0_g1_i4,TRINITY_DN18685_c0_g1_i4
TRINITY_DN18635_c0_g1_i1,TRINITY_DN18635_c0_g1_i1
TRINITY_DN18617_c0_g1_i1,TRINITY_DN18617_c0_g1_i1
TRINITY_DN18670_c0_g1_i1,TRINITY_DN18670_c0_g1_i1
TRINITY_DN18682_c0_g1_i1,TRINITY_DN18682_c0_g1_i1
TRINITY_DN18624_c0_g1_i1,TRINITY_DN18624_c0_g1_i1
TRINITY_DN18649_c0_g1_i1,TRINITY_DN18649_c0_g1_i1
TRINITY_DN18623_c0_g1_i1,TRINITY_DN18623_c0_g1_i1
TRINITY_DN18679_c0_g1_i1,TRINITY_DN18679_c0_g1_i1
TRINITY_DN18637_c0_g1_i1,TRINITY_DN18637_c0_g1_i1
TRINITY_DN18695_c0_g1_i1,TRINITY_DN18695_c0_g1_i1
TRINITY_DN18684_c0_g1_i1,TRINITY_DN18684_c0_g1_i1
TRINITY_DN18645_c1_g1_i1,TRINITY_DN18645_c1_g1_i1
TRINITY_DN18632_c0_g1_i1,TRINITY_DN18632_c0_g1_i1
TRINITY_DN18652_c0_g1_i1,TRINITY_DN18652_c0_g1_i1
TRINITY_DN18672_c0_g1_i1,TRINITY_DN18672_c0_g1_i1
TRINITY_DN18672_c0_g2_i1,TRINITY_DN18672_c0_g2_i1
TRINITY_DN10538_c0_g1_i3,TRINITY_DN10538_c0_g1_i3
TRINITY_DN10518_c0_g1_i1,TRINITY_DN10518_c0_g1_i1
TRINITY_DN10531_c0_g1_i1,TRINITY_DN10531_c0_g1_i1
TRINITY_DN10576_c0_g2_i1,TRINITY_DN10576_c0_g2_i1
TRINITY_DN10570_c0_g1_i1,TRINITY_DN10570_c0_g1_i1
TRINITY_DN10556_c0_g1_i2,TRINITY_DN10556_c0_g1_i2
TRINITY_DN10594_c5_g1_i1,TRINITY_DN10594_c5_g1_i1
TRINITY_DN10594_c0_g2_i1,TRINITY_DN10594_c0_g2_i1
TRINITY_DN10594_c3_g1_i3,TRINITY_DN10594_c3_g1_i3
TRINITY_DN10594_c4_g1_i1,TRINITY_DN10594_c4_g1_i1
TRINITY_DN10594_c1_g1_i2,TRINITY_DN10594_c1_g1_i2
TRINITY_DN10594_c6_g1_i1,TRINITY_DN10594_c6_g1_i1
TRINITY_DN10527_c0_g1_i1,TRINITY_DN10527_c0_g1_i1
TRINITY_DN10513_c0_g1_i1,TRINITY_DN10513_c0_g1_i1
TRINITY_DN10580_c0_g1_i1,TRINITY_DN10580_c0_g1_i1
TRINITY_DN10503_c1_g1_i1,TRINITY_DN10503_c1_g1_i1
TRINITY_DN10503_c0_g1_i1,TRINITY_DN10503_c0_g1_i1
TRINITY_DN10596_c0_g1_i1,TRINITY_DN10596_c0_g1_i1
TRINITY_DN10596_c0_g2_i3,TRINITY_DN10596_c0_g2_i3
TRINITY_DN10598_c0_g1_i1,TRINITY_DN10598_c0_g1_i1
TRINITY_DN10598_c0_g2_i1,TRINITY_DN10598_c0_g2_i1
TRINITY_DN10547_c0_g1_i1,TRINITY_DN10547_c0_g1_i1
TRINITY_DN10537_c0_g1_i4,TRINITY_DN10537_c0_g1_i4
TRINITY_DN10537_c0_g2_i1,TRINITY_DN10537_c0_g2_i1
TRINITY_DN10571_c0_g1_i1,TRINITY_DN10571_c0_g1_i1
TRINITY_DN10517_c0_g1_i4,TRINITY_DN10517_c0_g1_i4
TRINITY_DN10509_c0_g2_i1,TRINITY_DN10509_c0_g2_i1
TRINITY_DN10587_c0_g1_i1,TRINITY_DN10587_c0_g1_i1
TRINITY_DN10525_c0_g1_i4,TRINITY_DN10525_c0_g1_i4
TRINITY_DN10510_c0_g1_i1,TRINITY_DN10510_c0_g1_i1
TRINITY_DN10585_c0_g1_i2,TRINITY_DN10585_c0_g1_i2
TRINITY_DN10522_c0_g1_i1,TRINITY_DN10522_c0_g1_i1
TRINITY_DN10522_c0_g2_i1,TRINITY_DN10522_c0_g2_i1
TRINITY_DN10555_c0_g1_i2,TRINITY_DN10555_c0_g1_i2
TRINITY_DN10528_c0_g1_i2,TRINITY_DN10528_c0_g1_i2
TRINITY_DN10519_c1_g2_i1,TRINITY_DN10519_c1_g2_i1
TRINITY_DN10519_c0_g1_i3,TRINITY_DN10519_c0_g1_i3
TRINITY_DN10519_c0_g2_i2,TRINITY_DN10519_c0_g2_i2
TRINITY_DN10526_c0_g1_i1,TRINITY_DN10526_c0_g1_i1
TRINITY_DN10545_c0_g2_i1,TRINITY_DN10545_c0_g2_i1
TRINITY_DN10504_c0_g1_i1,TRINITY_DN10504_c0_g1_i1
TRINITY_DN10505_c0_g1_i2,TRINITY_DN10505_c0_g1_i2
TRINITY_DN10550_c0_g1_i1,TRINITY_DN10550_c0_g1_i1
TRINITY_DN10561_c0_g1_i1,TRINITY_DN10561_c0_g1_i1
TRINITY_DN10557_c0_g1_i1,TRINITY_DN10557_c0_g1_i1
TRINITY_DN10536_c0_g1_i1,TRINITY_DN10536_c0_g1_i1
TRINITY_DN10559_c0_g1_i1,TRINITY_DN10559_c0_g1_i1
TRINITY_DN10567_c0_g1_i4,TRINITY_DN10567_c0_g1_i4
TRINITY_DN10567_c0_g2_i1,TRINITY_DN10567_c0_g2_i1
TRINITY_DN10560_c0_g1_i2,TRINITY_DN10560_c0_g1_i2
TRINITY_DN10589_c0_g1_i1,TRINITY_DN10589_c0_g1_i1
TRINITY_DN10589_c0_g2_i2,TRINITY_DN10589_c0_g2_i2
TRINITY_DN10589_c0_g3_i1,TRINITY_DN10589_c0_g3_i1
TRINITY_DN10589_c3_g2_i1,TRINITY_DN10589_c3_g2_i1
TRINITY_DN10589_c2_g2_i3,TRINITY_DN10589_c2_g2_i3
TRINITY_DN10589_c1_g1_i2,TRINITY_DN10589_c1_g1_i2
TRINITY_DN10589_c2_g1_i1,TRINITY_DN10589_c2_g1_i1
TRINITY_DN10530_c0_g1_i1,TRINITY_DN10530_c0_g1_i1
TRINITY_DN10577_c1_g1_i1,TRINITY_DN10577_c1_g1_i1
TRINITY_DN10577_c0_g1_i2,TRINITY_DN10577_c0_g1_i2
TRINITY_DN10529_c0_g1_i1,TRINITY_DN10529_c0_g1_i1
TRINITY_DN10551_c0_g1_i1,TRINITY_DN10551_c0_g1_i1
TRINITY_DN10502_c0_g1_i1,TRINITY_DN10502_c0_g1_i1
TRINITY_DN10562_c0_g2_i2,TRINITY_DN10562_c0_g2_i2
TRINITY_DN10590_c0_g1_i1,TRINITY_DN10590_c0_g1_i1
TRINITY_DN10546_c0_g1_i5,TRINITY_DN10546_c0_g1_i5
TRINITY_DN10546_c0_g2_i1,TRINITY_DN10546_c0_g2_i1
TRINITY_DN10540_c0_g1_i1,TRINITY_DN10540_c0_g1_i1
TRINITY_DN10554_c0_g1_i5,TRINITY_DN10554_c0_g1_i5
TRINITY_DN10573_c0_g1_i1,TRINITY_DN10573_c0_g1_i1
TRINITY_DN10520_c0_g1_i1,TRINITY_DN10520_c0_g1_i1
TRINITY_DN10574_c0_g1_i2,TRINITY_DN10574_c0_g1_i2
TRINITY_DN10599_c0_g2_i4,TRINITY_DN10599_c0_g2_i4
TRINITY_DN10599_c0_g3_i1,TRINITY_DN10599_c0_g3_i1
TRINITY_DN10524_c0_g1_i1,TRINITY_DN10524_c0_g1_i1
TRINITY_DN10569_c0_g1_i1,TRINITY_DN10569_c0_g1_i1
TRINITY_DN10552_c1_g1_i1,TRINITY_DN10552_c1_g1_i1
TRINITY_DN10552_c0_g1_i13,TRINITY_DN10552_c0_g1_i13
TRINITY_DN10552_c0_g2_i1,TRINITY_DN10552_c0_g2_i1
TRINITY_DN10512_c0_g1_i1,TRINITY_DN10512_c0_g1_i1
TRINITY_DN10578_c0_g1_i1,TRINITY_DN10578_c0_g1_i1
TRINITY_DN10501_c0_g1_i1,TRINITY_DN10501_c0_g1_i1
TRINITY_DN10534_c0_g1_i4,TRINITY_DN10534_c0_g1_i4
TRINITY_DN10544_c0_g1_i4,TRINITY_DN10544_c0_g1_i4
TRINITY_DN10595_c0_g1_i2,TRINITY_DN10595_c0_g1_i2
TRINITY_DN10579_c1_g1_i1,TRINITY_DN10579_c1_g1_i1
TRINITY_DN10579_c0_g1_i1,TRINITY_DN10579_c0_g1_i1
TRINITY_DN10516_c0_g1_i1,TRINITY_DN10516_c0_g1_i1
TRINITY_DN10563_c0_g2_i1,TRINITY_DN10563_c0_g2_i1
TRINITY_DN10521_c0_g1_i1,TRINITY_DN10521_c0_g1_i1
TRINITY_DN10584_c0_g1_i2,TRINITY_DN10584_c0_g1_i2
TRINITY_DN10532_c0_g1_i1,TRINITY_DN10532_c0_g1_i1
TRINITY_DN10558_c0_g1_i1,TRINITY_DN10558_c0_g1_i1
TRINITY_DN10583_c0_g1_i2,TRINITY_DN10583_c0_g1_i2
TRINITY_DN10542_c3_g1_i2,TRINITY_DN10542_c3_g1_i2
TRINITY_DN10542_c4_g1_i1,TRINITY_DN10542_c4_g1_i1
TRINITY_DN10542_c2_g1_i2,TRINITY_DN10542_c2_g1_i2
TRINITY_DN10542_c0_g1_i1,TRINITY_DN10542_c0_g1_i1
TRINITY_DN10593_c0_g1_i1,TRINITY_DN10593_c0_g1_i1
TRINITY_DN10535_c0_g1_i1,TRINITY_DN10535_c0_g1_i1
TRINITY_DN41733_c0_g1_i1,TRINITY_DN41733_c0_g1_i1
TRINITY_DN41763_c0_g1_i1,TRINITY_DN41763_c0_g1_i1
TRINITY_DN41741_c0_g1_i1,TRINITY_DN41741_c0_g1_i1
TRINITY_DN41735_c0_g1_i1,TRINITY_DN41735_c0_g1_i1
TRINITY_DN41705_c0_g1_i1,TRINITY_DN41705_c0_g1_i1
TRINITY_DN41771_c0_g1_i1,TRINITY_DN41771_c0_g1_i1
TRINITY_DN41702_c0_g1_i1,TRINITY_DN41702_c0_g1_i1
TRINITY_DN41772_c0_g1_i1,TRINITY_DN41772_c0_g1_i1
TRINITY_DN41776_c0_g1_i1,TRINITY_DN41776_c0_g1_i1
TRINITY_DN41713_c0_g1_i1,TRINITY_DN41713_c0_g1_i1
TRINITY_DN41751_c0_g1_i1,TRINITY_DN41751_c0_g1_i1
TRINITY_DN41770_c0_g1_i1,TRINITY_DN41770_c0_g1_i1
TRINITY_DN41747_c0_g1_i1,TRINITY_DN41747_c0_g1_i1
TRINITY_DN41720_c0_g1_i1,TRINITY_DN41720_c0_g1_i1
TRINITY_DN41715_c0_g1_i1,TRINITY_DN41715_c0_g1_i1
TRINITY_DN41744_c0_g1_i1,TRINITY_DN41744_c0_g1_i1
TRINITY_DN41760_c0_g1_i1,TRINITY_DN41760_c0_g1_i1
TRINITY_DN41716_c0_g1_i1,TRINITY_DN41716_c0_g1_i1
TRINITY_DN41764_c0_g1_i1,TRINITY_DN41764_c0_g1_i1
TRINITY_DN41752_c0_g1_i1,TRINITY_DN41752_c0_g1_i1
TRINITY_DN41712_c0_g1_i1,TRINITY_DN41712_c0_g1_i1
TRINITY_DN41731_c0_g1_i1,TRINITY_DN41731_c0_g1_i1
TRINITY_DN41729_c0_g1_i1,TRINITY_DN41729_c0_g1_i1
TRINITY_DN41708_c0_g1_i1,TRINITY_DN41708_c0_g1_i1
TRINITY_DN41714_c0_g1_i1,TRINITY_DN41714_c0_g1_i1
TRINITY_DN32661_c0_g1_i1,TRINITY_DN32661_c0_g1_i1
TRINITY_DN32627_c0_g1_i1,TRINITY_DN32627_c0_g1_i1
TRINITY_DN32628_c0_g1_i1,TRINITY_DN32628_c0_g1_i1
TRINITY_DN32607_c0_g1_i1,TRINITY_DN32607_c0_g1_i1
TRINITY_DN32613_c0_g1_i1,TRINITY_DN32613_c0_g1_i1
TRINITY_DN32656_c1_g1_i1,TRINITY_DN32656_c1_g1_i1
TRINITY_DN32656_c2_g1_i1,TRINITY_DN32656_c2_g1_i1
TRINITY_DN32600_c0_g1_i1,TRINITY_DN32600_c0_g1_i1
TRINITY_DN32618_c0_g1_i2,TRINITY_DN32618_c0_g1_i2
TRINITY_DN32676_c0_g1_i1,TRINITY_DN32676_c0_g1_i1
TRINITY_DN32644_c0_g1_i1,TRINITY_DN32644_c0_g1_i1
TRINITY_DN32645_c0_g1_i1,TRINITY_DN32645_c0_g1_i1
TRINITY_DN32629_c0_g1_i1,TRINITY_DN32629_c0_g1_i1
TRINITY_DN32675_c0_g1_i1,TRINITY_DN32675_c0_g1_i1
TRINITY_DN32620_c0_g1_i1,TRINITY_DN32620_c0_g1_i1
TRINITY_DN32641_c0_g1_i1,TRINITY_DN32641_c0_g1_i1
TRINITY_DN32691_c0_g1_i1,TRINITY_DN32691_c0_g1_i1
TRINITY_DN32691_c0_g2_i1,TRINITY_DN32691_c0_g2_i1
TRINITY_DN32634_c0_g1_i1,TRINITY_DN32634_c0_g1_i1
TRINITY_DN32649_c0_g1_i1,TRINITY_DN32649_c0_g1_i1
TRINITY_DN32655_c1_g2_i1,TRINITY_DN32655_c1_g2_i1
TRINITY_DN32655_c0_g1_i1,TRINITY_DN32655_c0_g1_i1
TRINITY_DN32655_c0_g2_i1,TRINITY_DN32655_c0_g2_i1
TRINITY_DN32679_c0_g1_i1,TRINITY_DN32679_c0_g1_i1
TRINITY_DN32697_c0_g1_i1,TRINITY_DN32697_c0_g1_i1
TRINITY_DN32633_c0_g1_i1,TRINITY_DN32633_c0_g1_i1
TRINITY_DN32646_c0_g1_i1,TRINITY_DN32646_c0_g1_i1
TRINITY_DN32698_c0_g1_i1,TRINITY_DN32698_c0_g1_i1
TRINITY_DN32624_c0_g1_i1,TRINITY_DN32624_c0_g1_i1
TRINITY_DN26174_c0_g1_i1,TRINITY_DN26174_c0_g1_i1
TRINITY_DN26161_c0_g1_i1,TRINITY_DN26161_c0_g1_i1
TRINITY_DN26159_c0_g1_i1,TRINITY_DN26159_c0_g1_i1
TRINITY_DN26112_c0_g1_i1,TRINITY_DN26112_c0_g1_i1
TRINITY_DN26135_c0_g1_i1,TRINITY_DN26135_c0_g1_i1
TRINITY_DN26169_c0_g1_i1,TRINITY_DN26169_c0_g1_i1
TRINITY_DN26168_c0_g1_i1,TRINITY_DN26168_c0_g1_i1
TRINITY_DN26140_c0_g1_i1,TRINITY_DN26140_c0_g1_i1
TRINITY_DN26119_c0_g1_i1,TRINITY_DN26119_c0_g1_i1
TRINITY_DN26132_c0_g1_i2,TRINITY_DN26132_c0_g1_i2
TRINITY_DN26114_c0_g1_i1,TRINITY_DN26114_c0_g1_i1
TRINITY_DN26114_c0_g2_i3,TRINITY_DN26114_c0_g2_i3
TRINITY_DN26114_c0_g3_i1,TRINITY_DN26114_c0_g3_i1
TRINITY_DN26122_c0_g2_i1,TRINITY_DN26122_c0_g2_i1
TRINITY_DN26122_c0_g3_i1,TRINITY_DN26122_c0_g3_i1
TRINITY_DN26122_c3_g1_i1,TRINITY_DN26122_c3_g1_i1
TRINITY_DN26122_c1_g2_i1,TRINITY_DN26122_c1_g2_i1
TRINITY_DN26122_c1_g1_i1,TRINITY_DN26122_c1_g1_i1
TRINITY_DN26122_c2_g1_i1,TRINITY_DN26122_c2_g1_i1
TRINITY_DN26184_c0_g2_i1,TRINITY_DN26184_c0_g2_i1
TRINITY_DN26189_c0_g1_i2,TRINITY_DN26189_c0_g1_i2
TRINITY_DN26162_c0_g1_i1,TRINITY_DN26162_c0_g1_i1
TRINITY_DN10618_c0_g1_i1,TRINITY_DN10618_c0_g1_i1
TRINITY_DN10684_c0_g1_i1,TRINITY_DN10684_c0_g1_i1
TRINITY_DN10657_c0_g1_i4,TRINITY_DN10657_c0_g1_i4
TRINITY_DN10688_c0_g1_i1,TRINITY_DN10688_c0_g1_i1
TRINITY_DN10679_c0_g1_i1,TRINITY_DN10679_c0_g1_i1
TRINITY_DN10649_c0_g2_i1,TRINITY_DN10649_c0_g2_i1
TRINITY_DN10643_c0_g1_i6,TRINITY_DN10643_c0_g1_i6
TRINITY_DN10634_c0_g1_i2,TRINITY_DN10634_c0_g1_i2
TRINITY_DN10680_c1_g1_i1,TRINITY_DN10680_c1_g1_i1
TRINITY_DN10680_c2_g1_i1,TRINITY_DN10680_c2_g1_i1
TRINITY_DN10683_c0_g1_i1,TRINITY_DN10683_c0_g1_i1
TRINITY_DN10609_c0_g1_i1,TRINITY_DN10609_c0_g1_i1
TRINITY_DN10668_c0_g1_i1,TRINITY_DN10668_c0_g1_i1
TRINITY_DN10663_c0_g1_i2,TRINITY_DN10663_c0_g1_i2
TRINITY_DN10628_c0_g1_i1,TRINITY_DN10628_c0_g1_i1
TRINITY_DN10675_c0_g1_i2,TRINITY_DN10675_c0_g1_i2
TRINITY_DN10664_c0_g1_i1,TRINITY_DN10664_c0_g1_i1
TRINITY_DN10666_c0_g1_i4,TRINITY_DN10666_c0_g1_i4
TRINITY_DN10666_c2_g4_i1,TRINITY_DN10666_c2_g4_i1
TRINITY_DN10642_c0_g1_i1,TRINITY_DN10642_c0_g1_i1
TRINITY_DN10626_c0_g1_i1,TRINITY_DN10626_c0_g1_i1
TRINITY_DN10685_c0_g1_i1,TRINITY_DN10685_c0_g1_i1
TRINITY_DN10637_c0_g1_i1,TRINITY_DN10637_c0_g1_i1
TRINITY_DN10635_c0_g1_i1,TRINITY_DN10635_c0_g1_i1
TRINITY_DN10696_c0_g1_i1,TRINITY_DN10696_c0_g1_i1
TRINITY_DN10650_c1_g1_i1,TRINITY_DN10650_c1_g1_i1
TRINITY_DN10650_c0_g1_i1,TRINITY_DN10650_c0_g1_i1
TRINITY_DN10652_c0_g1_i1,TRINITY_DN10652_c0_g1_i1
TRINITY_DN10631_c0_g1_i1,TRINITY_DN10631_c0_g1_i1
TRINITY_DN10631_c0_g2_i3,TRINITY_DN10631_c0_g2_i3
TRINITY_DN10654_c0_g1_i1,TRINITY_DN10654_c0_g1_i1
TRINITY_DN10630_c0_g1_i2,TRINITY_DN10630_c0_g1_i2
TRINITY_DN10691_c0_g1_i1,TRINITY_DN10691_c0_g1_i1
TRINITY_DN10671_c0_g1_i2,TRINITY_DN10671_c0_g1_i2
TRINITY_DN10697_c0_g1_i1,TRINITY_DN10697_c0_g1_i1
TRINITY_DN10698_c0_g1_i2,TRINITY_DN10698_c0_g1_i2
TRINITY_DN10694_c0_g1_i1,TRINITY_DN10694_c0_g1_i1
TRINITY_DN10658_c0_g1_i1,TRINITY_DN10658_c0_g1_i1
TRINITY_DN10677_c0_g1_i1,TRINITY_DN10677_c0_g1_i1
TRINITY_DN10681_c0_g2_i1,TRINITY_DN10681_c0_g2_i1
TRINITY_DN10627_c0_g1_i1,TRINITY_DN10627_c0_g1_i1
TRINITY_DN10674_c0_g1_i1,TRINITY_DN10674_c0_g1_i1
TRINITY_DN10604_c1_g1_i1,TRINITY_DN10604_c1_g1_i1
TRINITY_DN10604_c0_g1_i1,TRINITY_DN10604_c0_g1_i1
TRINITY_DN10661_c0_g1_i4,TRINITY_DN10661_c0_g1_i4
TRINITY_DN10633_c0_g1_i1,TRINITY_DN10633_c0_g1_i1
TRINITY_DN10612_c0_g1_i2,TRINITY_DN10612_c0_g1_i2
TRINITY_DN10653_c0_g1_i1,TRINITY_DN10653_c0_g1_i1
TRINITY_DN10653_c0_g2_i2,TRINITY_DN10653_c0_g2_i2
TRINITY_DN10653_c0_g3_i1,TRINITY_DN10653_c0_g3_i1
TRINITY_DN10670_c0_g1_i1,TRINITY_DN10670_c0_g1_i1
TRINITY_DN10625_c0_g1_i1,TRINITY_DN10625_c0_g1_i1
TRINITY_DN10656_c0_g1_i1,TRINITY_DN10656_c0_g1_i1
TRINITY_DN10615_c5_g1_i1,TRINITY_DN10615_c5_g1_i1
TRINITY_DN10615_c4_g1_i1,TRINITY_DN10615_c4_g1_i1
TRINITY_DN10615_c1_g3_i2,TRINITY_DN10615_c1_g3_i2
TRINITY_DN10615_c1_g1_i4,TRINITY_DN10615_c1_g1_i4
TRINITY_DN10620_c0_g1_i1,TRINITY_DN10620_c0_g1_i1
TRINITY_DN10644_c0_g1_i1,TRINITY_DN10644_c0_g1_i1
TRINITY_DN10610_c0_g1_i1,TRINITY_DN10610_c0_g1_i1
TRINITY_DN10687_c5_g1_i1,TRINITY_DN10687_c5_g1_i1
TRINITY_DN10687_c0_g1_i1,TRINITY_DN10687_c0_g1_i1
TRINITY_DN10687_c0_g2_i1,TRINITY_DN10687_c0_g2_i1
TRINITY_DN10687_c3_g1_i2,TRINITY_DN10687_c3_g1_i2
TRINITY_DN10687_c4_g1_i1,TRINITY_DN10687_c4_g1_i1
TRINITY_DN10695_c0_g2_i1,TRINITY_DN10695_c0_g2_i1
TRINITY_DN10699_c0_g1_i1,TRINITY_DN10699_c0_g1_i1
TRINITY_DN10647_c0_g1_i1,TRINITY_DN10647_c0_g1_i1
TRINITY_DN10621_c0_g2_i2,TRINITY_DN10621_c0_g2_i2
TRINITY_DN10607_c0_g1_i1,TRINITY_DN10607_c0_g1_i1
TRINITY_DN10638_c1_g1_i1,TRINITY_DN10638_c1_g1_i1
TRINITY_DN10638_c2_g1_i1,TRINITY_DN10638_c2_g1_i1
TRINITY_DN10638_c0_g1_i1,TRINITY_DN10638_c0_g1_i1
TRINITY_DN10605_c0_g1_i1,TRINITY_DN10605_c0_g1_i1
TRINITY_DN10673_c0_g1_i1,TRINITY_DN10673_c0_g1_i1
TRINITY_DN10602_c0_g1_i1,TRINITY_DN10602_c0_g1_i1
TRINITY_DN10662_c0_g1_i2,TRINITY_DN10662_c0_g1_i2
TRINITY_DN10662_c0_g2_i1,TRINITY_DN10662_c0_g2_i1
TRINITY_DN10651_c0_g1_i3,TRINITY_DN10651_c0_g1_i3
TRINITY_DN10645_c0_g1_i2,TRINITY_DN10645_c0_g1_i2
TRINITY_DN10640_c0_g1_i1,TRINITY_DN10640_c0_g1_i1
TRINITY_DN10603_c0_g1_i1,TRINITY_DN10603_c0_g1_i1
TRINITY_DN10623_c0_g1_i1,TRINITY_DN10623_c0_g1_i1
TRINITY_DN10629_c0_g1_i1,TRINITY_DN10629_c0_g1_i1
TRINITY_DN10676_c0_g1_i1,TRINITY_DN10676_c0_g1_i1
TRINITY_DN10667_c0_g1_i1,TRINITY_DN10667_c0_g1_i1
TRINITY_DN16093_c0_g1_i1,TRINITY_DN16093_c0_g1_i1
TRINITY_DN16056_c0_g1_i1,TRINITY_DN16056_c0_g1_i1
TRINITY_DN16012_c1_g1_i1,TRINITY_DN16012_c1_g1_i1
TRINITY_DN16012_c0_g1_i4,TRINITY_DN16012_c0_g1_i4
TRINITY_DN16012_c0_g2_i1,TRINITY_DN16012_c0_g2_i1
TRINITY_DN16021_c3_g1_i2,TRINITY_DN16021_c3_g1_i2
TRINITY_DN16021_c1_g1_i1,TRINITY_DN16021_c1_g1_i1
TRINITY_DN16021_c2_g1_i3,TRINITY_DN16021_c2_g1_i3
TRINITY_DN16039_c0_g1_i1,TRINITY_DN16039_c0_g1_i1
TRINITY_DN16054_c1_g1_i1,TRINITY_DN16054_c1_g1_i1
TRINITY_DN16054_c0_g1_i3,TRINITY_DN16054_c0_g1_i3
TRINITY_DN16054_c0_g3_i1,TRINITY_DN16054_c0_g3_i1
TRINITY_DN16036_c0_g1_i1,TRINITY_DN16036_c0_g1_i1
TRINITY_DN16004_c0_g1_i2,TRINITY_DN16004_c0_g1_i2
TRINITY_DN16075_c0_g1_i1,TRINITY_DN16075_c0_g1_i1
TRINITY_DN16059_c0_g1_i1,TRINITY_DN16059_c0_g1_i1
TRINITY_DN16074_c0_g1_i1,TRINITY_DN16074_c0_g1_i1
TRINITY_DN16011_c0_g1_i1,TRINITY_DN16011_c0_g1_i1
TRINITY_DN16087_c0_g1_i5,TRINITY_DN16087_c0_g1_i5
TRINITY_DN16001_c0_g1_i2,TRINITY_DN16001_c0_g1_i2
TRINITY_DN16062_c0_g1_i1,TRINITY_DN16062_c0_g1_i1
TRINITY_DN16067_c0_g1_i1,TRINITY_DN16067_c0_g1_i1
TRINITY_DN16046_c0_g1_i3,TRINITY_DN16046_c0_g1_i3
TRINITY_DN16046_c0_g2_i1,TRINITY_DN16046_c0_g2_i1
TRINITY_DN16009_c0_g1_i1,TRINITY_DN16009_c0_g1_i1
TRINITY_DN16092_c0_g1_i1,TRINITY_DN16092_c0_g1_i1
TRINITY_DN16066_c0_g1_i4,TRINITY_DN16066_c0_g1_i4
TRINITY_DN16066_c0_g3_i2,TRINITY_DN16066_c0_g3_i2
TRINITY_DN16095_c1_g2_i1,TRINITY_DN16095_c1_g2_i1
TRINITY_DN16006_c0_g1_i1,TRINITY_DN16006_c0_g1_i1
TRINITY_DN16006_c0_g2_i1,TRINITY_DN16006_c0_g2_i1
TRINITY_DN16006_c0_g3_i1,TRINITY_DN16006_c0_g3_i1
TRINITY_DN16084_c0_g1_i1,TRINITY_DN16084_c0_g1_i1
TRINITY_DN16090_c0_g1_i1,TRINITY_DN16090_c0_g1_i1
TRINITY_DN16083_c0_g1_i1,TRINITY_DN16083_c0_g1_i1
TRINITY_DN16032_c0_g1_i1,TRINITY_DN16032_c0_g1_i1
TRINITY_DN16098_c2_g1_i1,TRINITY_DN16098_c2_g1_i1
TRINITY_DN16098_c0_g1_i1,TRINITY_DN16098_c0_g1_i1
TRINITY_DN16098_c0_g2_i1,TRINITY_DN16098_c0_g2_i1
TRINITY_DN16063_c0_g1_i1,TRINITY_DN16063_c0_g1_i1
